year,Aruba,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1990,73.468,50.331,45.306,71.836,64.35157697,71.939,71.594,67.879,71.52,76.99463415,75.56829268,64.827,47.829,76.05195122,53.812,49.454,58.21,71.64146341,72.39,70.199,70.877,70.83658537,71.242,56.099,66.343,74.704,70.185,52.878,59.191,49.104,77.42195122,70.65633134,77.24243902,75.41,73.509,69.145,53.254,53.362,49.043,54.638,69.75,56.677,64.676,75.654,70.19763061,74.638,76.554,71.38390244,75.2277561,56.678,74.80536585,66.574,66.938,67.88613833,60.49126277,68.92754337,68.08292809,72.05158243,68.899,64.572,75.91180788,49.588,76.83756098,69.47560976,47.099,74.73066242,52.97973218,74.81317073,65.379,76.6,63.605,60.965,75.8804878,70.386,56.776,49.987,52.221,47.095,48.775,76.93902439,69.598,62.261,71.925,63.287,75.28796861,77.3804878,66.723,49.93684866,72.1704878,54.265,69.31560976,65.42952683,63.14741674,53.65691787,55.01988213,62.32,52.9729285,57.865,74.80909756,63.837,66.011,78.03634146,76.60731707,76.97073171,73.204,69.872,78.83682927,68.33658537,57.406,68.29756098,53.595,59.636,71.59756098,72.15,68.0316813,53.364,70.266,46.046,68.503,71.074,68.31372571,51.7327278,50.83980622,69.509,58.91795283,63.04667677,59.837,69.06436511,71.16073171,75.01041463,69.27317073,77.296,64.732,67.643,51.003,61.529,65.76998518,70.866,63.98652197,71.152,45.746,76.78607317,56.849,65.13628746,74.627,60.268,45.261,59.688,69.40487805,46.096,70.865,75.43504527,61.608,70.48536585,43.538,45.9,64.293,76.87804878,76.53731707,54.404,75.37804878,74.5418331,67.18,62.22331882,60.1,72.982,66.165,66.366,56.492,70.8902439,49.71935386,74.16917073,69.896,73.96585366,68.545,65.09727675,75.47946756,68.704,75.824,69.74121951,68.88609756,33.413,58.14480099,69.078,55.5,57.202,75.29512195,64.365,38.563,64,45.378,50.17215654,43.524,50.21457418,64.29751418,58.247,67.436,70.93268293,73.20487805,77.53682927,61.95,70.553,47.019,67.86041379,68.47606647,55.887,70.248,58.824,62.81,68.10041857,48.492,65.11060497,68.935,58.14480099,50.21457418,68.086,68.792,64.256,50.206,45.853,70.09756098,68.0997416,72.569,75.21463415,66.481,70.58,70.658,74.23585366,70.551,64.721,65.4334071,66.281,57.346,63.307,49.249,58.1
1991,73.509,50.999,45.271,71.803,64.73634052,72.208,71.813,67.87,71.765,77.27560976,75.61707317,64.745,47.522,76.19219512,54.366,49.409,58.891,71.56097561,72.598,70.518,70.645,70.37804878,70.996,56.721,66.742,74.892,70.439,53.633,58.232,48.728,77.62195122,70.5752213,77.51463415,75.673,73.808,69.242,53.062,53.088,49.225,54.281,69.936,57.168,64.992,75.844,70.39400801,74.696,76.712,71.89829268,75.3195122,56.831,75.15780488,66.932,67.27,68.04362499,60.92843929,69.09735411,67.88918291,71.98931477,69.347,64.978,76.02616245,50.04,76.97121951,69.37317073,47.504,74.81690017,53.13469454,75.22756098,65.336,76.84878049,63.715,60.944,76.08292683,70.29,57.182,50.593,52.528,47.411,49.229,77.13658537,69.937,62.799,72.167,63.427,75.46196848,77.88292683,67.175,50.01768681,72.18536585,54.58,69.37707317,65.67305773,63.3593487,53.82196232,55.00931839,62.727,53.22614583,58.353,75.00526829,65.153,66.653,77.99195122,76.75853659,77.0195122,73.485,70.113,79.10073171,67.98292683,56.736,68.55121951,53.916,60.053,72.04634146,72.3,68.39284275,53.799,70.584,46.097,68.85,71.335,68.66521517,51.98598245,50.96324779,69.62,59.24183189,63.26488875,59.464,69.15778788,70.36414634,75.46341463,69.03243902,77.607,65.251,67.563,51.595,62.413,66.39131526,71.248,64.22060987,71.331,46.076,77.08446341,57.18,65.78211152,74.669,60.486,45.647,59.914,69.95609756,46.121,71.106,75.59061834,61.531,70.35853659,44.103,45.875,65.011,77,76.98073171,55.262,76.03170732,74.73120738,67.739,62.25159834,60.393,73.212,66.757,66.811,56.823,70.58780488,49.75580633,74.03880488,69.879,74.01463415,68.753,65.1450641,75.60455489,69.007,76.041,69.78439024,68.47439024,29.248,58.63004675,69.522,55.687,57.43,75.64634146,64.527,38.122,64.858,45.26,50.13667756,44.232,50.179947,64.34687267,58.188,67.519,70.88292683,73.35365854,77.66682927,61.7,70.871,47.108,68.02011505,68.27800415,55.872,70.3,58.48,62.784,68.46555648,49.345,65.75827022,69.049,58.63004675,50.179947,68.201,69.407,64.757,49.978,45.252,69.29804878,68.27664298,72.757,75.36585366,66.424,70.669,70.811,74.49195122,70.842,65.047,65.61946655,66.47,57.73,63.384,48.125,56.749
1992,73.544,51.641,45.23,71.802,65.04385197,72.466,72.032,67.99,72.006,77.37804878,75.81707317,64.731,47.212,76.35121951,54.776,49.374,59.618,71.49439024,72.803,70.807,70.577,70.02195122,70.662,57.351,67.141,75.101,70.696,54.384,57.219,48.267,77.72439024,70.73283713,77.80609756,75.988,74.1,69.355,52.779,52.738,49.311,53.867,70.161,57.623,65.298,76.028,70.58806756,74.801,76.866,72.27170732,75.8195122,56.943,75.19414634,67.272,67.575,68.2032434,61.36292609,69.24523675,67.09752563,71.87288584,69.777,65.392,76.38125681,50.545,77.41,68.86341463,47.911,75.13184322,53.27008097,75.45536585,65.278,77.1,63.814,60.833,76.43414634,70.156,57.462,51.066,52.834,47.726,49.708,77.38292683,70.295,63.352,72.42,63.576,75.71841967,77.67804878,67.605,50.13036442,71.24146341,54.894,69.11707317,65.85339206,63.51215095,53.99517603,54.98689457,63.131,53.49770108,58.851,75.18095122,66.243,67.191,78.7602439,76.50487805,77.4195122,73.727,70.331,79.15390244,67.73170732,55.973,68.10243902,54.228,60.455,72.49756098,72.435,68.7509514,54.258,70.929,46.357,69.175,71.592,69.01387316,52.27296796,51.11892714,69.639,59.56977504,63.41533946,58.868,69.15615724,70.23439024,75.77073171,68.39609756,77.926,65.715,67.408,52.278,63.302,66.88674691,71.61,64.3843017,71.502,46.305,77.35080488,57.504,66.34893544,74.634,60.67,46.033,60.092,70.05853659,46.108,71.326,75.82693748,61.165,71.61463415,44.703,45.857,65.683,77.21707317,77.18439024,56.118,76.12439024,75.0096097,68.273,62.14035885,60.68,73.439,67.33,67.239,57.152,71.0902439,49.77500125,73.94636585,69.492,74.31219512,68.958,65.22765841,75.80604068,69.332,76.241,69.78439024,66.87317073,26.691,59.12313447,69.945,55.899,57.529,75.94634146,64.725,37.717,65.617,45.361,50.09817051,44.932,50.14116216,64.33187121,58.212,67.59,71.79512195,73.30487805,77.99878049,61.112,71.167,47.187,68.18670432,67.6487115,55.734,70.281,58.212,62.761,68.82637945,50.261,66.32647864,69.143,59.12313447,50.14116216,68.305,70.001,65.275,49.743,44.715,68.77097561,68.35179807,72.955,75.61707317,66.368,70.723,70.951,74.74704878,71.124,65.349,65.77055345,66.655,58.047,63.247,46.987,55.243
1993,73.573,52.256,45.201,71.86,65.41490735,72.715,72.246,68.218,72.247,77.87804878,76.06829268,64.81,46.953,76.34536585,55.042,49.36,60.388,71.34682927,73.006,71.061,70.725,68.97073171,70.268,57.989,67.539,75.332,70.951,55.131,56.222,47.731,77.82439024,70.84598662,78.08536585,76.351,74.386,69.496,52.423,52.343,49.302,53.424,70.433,58.038,65.598,76.211,70.712541,74.957,77.017,72.76780488,75.87073171,57.017,75.11682927,67.591,67.877,68.37449275,61.79471813,69.4172772,66.18605975,71.5497154,70.189,65.831,76.48795161,51.1,77.54658537,67.9097561,48.344,75.26122169,53.39382709,75.70512195,65.218,77.3,63.901,60.659,76.38536585,70.003,57.605,51.413,53.157,48.038,50.2,77.3902439,70.659,63.921,72.685,63.73,75.78825577,78.03170732,68.028,50.28053853,71.52243902,55.209,69.10121951,66.03015106,63.66755275,54.17774569,54.94566371,63.529,53.79295036,59.349,75.33612195,67.137,67.668,78.93463415,77.15365854,77.72195122,73.918,70.529,79.29365854,66.72682927,55.151,67.19268293,54.514,60.837,72.99756098,72.556,69.10339381,54.753,71.3,46.832,69.469,71.843,69.35812055,52.59672567,51.30863015,69.557,59.88741541,63.56640536,58.05,69.14390211,68.9104878,75.71219512,66.72268293,78.253,66.128,67.221,53.022,64.185,67.38788333,71.953,64.54506237,71.68,46.445,77.5934878,57.823,66.85472896,74.519,60.841,46.41,60.231,70.10731707,46.055,71.519,75.65853666,60.516,71.65609756,45.33,45.845,66.297,76.91658537,77.15170732,56.964,76.43414634,75.1189426,68.786,61.90941498,60.96,73.661,67.88,67.628,57.473,71.59512195,49.78742839,73.92087805,68.742,74.51219512,69.152,65.31501071,75.80825762,69.678,76.427,69.56341463,64.93585366,26.172,59.61690854,70.349,56.14,57.535,76.04634146,64.961,37.384,66.273,45.721,50.06338816,45.611,50.10569718,64.16503871,58.318,67.647,72.44878049,73.25365854,78.0604878,60.192,71.444,47.265,68.36976536,66.91451634,55.485,70.239,58.104,62.758,69.18048997,51.267,66.83333498,69.223,59.61690854,50.10569718,68.402,70.555,65.815,49.529,44.272,68.13073171,68.41545405,73.166,75.4195122,66.336,70.748,71.079,75.00265854,71.399,65.633,65.88763102,66.842,58.318,62.894,45.919,53.653
1994,73.598,52.842,45.201,71.992,65.78565252,72.957,72.453,68.538,72.489,77.87804878,76.4195122,64.991,46.786,76.69170732,55.174,49.38,61.19,71.20878049,73.209,71.276,71.093,68.76829268,69.845,58.631,67.932,75.583,71.207,55.878,55.284,47.143,77.82682927,70.86954394,78.35,76.755,74.671,69.67,52.013,51.936,49.22,52.984,70.752,58.407,65.899,76.394,70.83449295,75.164,77.166,72.97268293,76.27073171,57.056,75.37512195,67.887,68.194,68.56247861,62.21500061,69.61721148,65.92958296,71.61789367,70.587,66.298,76.79627392,51.696,77.90146341,66.5,48.81,75.5291036,53.51362336,76.39560976,65.17,77.64878049,63.978,60.439,76.88536585,69.849,57.62,51.64,53.508,48.348,50.694,77.63902439,71.015,64.502,72.967,63.891,76.06246593,78.52926829,68.45,50.45924247,71.80341463,55.523,69.4697561,66.27162517,63.87754003,54.37619078,54.90935497,63.919,54.10925116,59.84,75.47680488,67.84,68.089,79.24707317,77.40243902,77.92195122,74.053,70.712,79.68707317,65.67317073,54.31,66.03902439,54.82,61.198,73.39756098,72.666,69.45154348,55.285,71.699,47.506,69.732,72.087,69.69893817,52.94966114,51.51983439,69.403,60.19896038,63.77386865,57.022,69.25710095,68.5302439,76.37073171,65.66439024,78.588,66.501,67.03,53.808,65.059,67.83172073,72.279,64.76515995,71.871,46.52,77.81753659,58.141,67.30725464,74.334,61.015,46.772,60.341,70.15853659,45.969,71.687,75.838642,59.609,70.67317073,45.979,45.843,66.849,77.37512195,77.6897561,57.793,76.88292683,75.41193426,69.283,61.61199713,61.235,73.879,68.405,67.962,57.781,71.69512195,49.80334471,73.97690244,67.698,74.91463415,69.335,65.41458087,76.05854696,70.044,76.599,69.5097561,64.46707317,27.738,60.10686443,70.733,56.41,57.48,76.19756098,65.237,37.158,66.824,46.337,50.03162593,46.257,50.07375794,63.9773273,58.511,67.695,72.3,73.40487805,78.6502439,58.958,71.708,47.345,68.57361665,66.70696974,55.147,70.202,58.192,62.786,69.52901756,52.366,67.28663977,69.29,60.10686443,50.07375794,68.496,71.062,66.377,49.365,43.961,67.54121951,68.59055232,73.388,75.6195122,66.343,70.752,71.2,75.25729268,71.666,65.903,66.08954668,67.037,58.566,62.331,44.983,52.044
1995,73.622,53.398,45.246,72.205,66.19609985,73.194,72.651,68.938,72.732,77.82926829,76.66829268,65.256,46.758,76.84073171,55.203,49.445,62.002,71.05341463,73.413,71.451,71.645,68.46097561,69.439,59.276,68.318,75.852,71.465,56.636,54.41,46.53,78.02926829,71.02542143,78.41707317,77.184,74.957,69.885,51.569,51.554,49.111,52.583,71.112,58.722,66.224,76.579,70.93752533,75.412,77.312,73.07487805,76.42195122,57.065,75.21268293,68.164,68.54,68.77409377,62.619319,69.79630149,65.97089651,71.71001973,70.972,66.779,76.95586059,52.316,77.98073171,67.54390244,49.303,75.67686838,53.63779066,76.4095122,65.15,77.75121951,64.049,60.175,76.83658537,69.718,57.528,51.744,53.889,48.658,51.184,77.58536585,71.356,65.09,73.267,64.064,76.12825535,78.68292683,68.871,50.66226996,72.08439024,55.829,69.79170732,66.54531218,64.11692001,54.59521453,54.88442775,64.291,54.45048408,60.32,75.61756098,68.377,68.446,77.98439024,77.45121951,78.17073171,74.133,70.885,79.53634146,64.9195122,53.486,65.7902439,55.189,61.539,73.7,72.764,69.79527757,55.851,72.125,48.314,69.965,72.323,70.03638997,53.3246671,51.75054689,69.259,60.50166501,64.00983517,55.782,69.46348048,69.00634146,76.51219512,66.39121951,78.925,66.846,66.867,54.616,65.923,68.25403276,72.598,65.01435277,72.08,46.573,77.2902439,58.46,67.71427227,74.099,61.211,47.123,60.426,70.32585366,45.846,71.834,75.86060025,58.479,72.0097561,46.641,45.854,67.344,77.40463415,77.73658537,58.6,76.73414634,75.52442155,69.77,61.42546583,61.505,74.092,68.903,68.231,58.073,71.89268293,49.83519107,74.12456098,66.537,75.31219512,69.511,65.59633909,76.07511328,70.426,76.759,69.45609756,64.69073171,31.037,60.58985547,71.099,56.709,57.404,76.29512195,65.552,37.083,67.277,47.151,50.0056296,46.855,50.04762592,63.86859947,58.795,67.731,72.25365854,73.95853659,78.7404878,57.422,71.961,47.426,68.80296307,66.75899044,54.757,70.191,58.497,62.851,69.87220385,53.538,67.69419325,69.351,60.58985547,50.04762592,68.597,71.517,66.963,49.287,43.824,66.74195122,68.8259241,73.62,75.62195122,66.396,70.745,71.321,75.50992683,71.923,66.162,66.27816947,67.249,58.817,61.561,44.242,50.48
1996,73.646,53.924,45.35,72.495,66.55410287,73.428,72.843,69.404,72.977,78.07804878,76.87073171,65.573,46.905,77.18731707,55.17,49.557,62.798,70.89731707,73.619,71.589,72.307,68.51219512,69.1,59.922,68.695,76.131,71.727,57.418,53.572,45.922,78.1804878,71.33605802,78.89609756,77.616,75.244,70.14,51.109,51.238,49.04,52.252,71.497,58.972,66.596,76.765,71.028993,75.686,77.456,73.71463415,76.67317073,57.05,75.59146341,68.425,68.919,69.01087442,63.00572229,70.06449969,66.5937663,72.12764798,71.348,67.249,77.21844945,52.938,78.1204878,69.61219512,49.81,75.92796868,53.77490683,76.69341463,65.175,77.95365854,64.121,59.854,77.08780488,69.635,57.366,51.727,54.296,48.973,51.659,77.68536585,71.673,65.678,73.589,64.255,76.4850098,79.62682927,69.284,50.89472145,72.36536585,56.121,70.32878049,66.87477263,64.40502239,54.83756458,54.88165374,64.637,54.81549606,60.783,75.83170732,68.791,68.731,78.77780488,78.10487805,78.52195122,74.167,71.053,80.2002439,64.1097561,52.709,66.54390244,55.653,61.866,74.15121951,72.852,70.13651791,56.44,72.576,49.163,70.169,72.547,70.37228225,53.71944185,52.01287253,69.237,60.82865424,64.29602665,54.334,69.77211791,70.10804878,76.5195122,68.77658537,79.256,67.175,66.761,55.43,66.784,68.62672404,72.925,65.31499347,72.309,46.658,77.34146341,58.78,68.08394,73.845,61.447,47.47,60.493,70.32292683,45.677,71.972,76.24010485,57.179,71.99756098,47.307,45.88,67.798,77.43560976,78.1504878,59.383,76.78780488,75.89679563,70.25,61.28385615,61.773,74.3,69.378,68.431,58.344,72.24634146,49.89658715,74.36146341,65.495,75.26097561,69.69,65.68651706,76.43888889,70.815,76.909,69.10487805,65.85414634,35.38,61.06099238,71.445,57.032,57.342,76.59512195,65.903,37.194,67.651,48.067,49.9948718,47.395,50.03610244,63.77841396,59.172,67.753,72.65365854,74.45853659,78.95902439,55.606,72.205,47.498,69.05616309,67.30052072,54.36,70.215,59.003,62.953,70.2122672,54.737,68.06422035,69.41,61.06099238,50.03610244,68.713,71.921,67.57,49.329,43.899,67.02243902,69.13566106,73.854,76.02682927,66.494,70.736,71.451,75.75902439,72.168,66.414,66.55983456,67.491,59.096,60.595,43.735,49.009
1997,73.671,54.424,45.519,72.838,66.89714496,73.657,73.029,69.912,73.222,78.4804878,77.3195122,65.899,47.226,77.37073171,55.133,49.713,63.553,70.35121951,73.826,71.698,72.976,68.46097561,68.858,60.566,69.061,76.41,71.994,58.236,52.749,45.353,78.43170732,71.51725807,79.0795122,78.028,75.53,70.428,50.657,51.009,49.066,52.016,71.887,59.16,67.026,76.948,71.16377147,75.964,77.598,73.82487805,77.07317073,57.022,75.94512195,68.677,69.323,69.27021848,63.37328619,70.3257515,67.26872191,72.54312273,71.716,67.68,77.58153601,53.548,78.60414634,69.8097561,50.32,76.2455192,53.93164144,76.87853659,65.246,78.30487805,64.202,59.479,77.21097561,69.613,57.187,51.616,54.715,49.301,52.112,78.13658537,71.964,66.257,73.93,64.468,76.81061576,80.12682927,69.676,51.16403623,72.49512195,56.393,70.70243902,67.21281093,64.70733259,55.09844738,54.90899512,64.954,55.19336507,61.233,75.98536585,69.139,68.936,78.88536585,78,78.82439024,74.172,71.219,80.42414634,64.46341463,52.014,66.89268293,56.212,62.188,74.60243902,72.931,70.475815,57.04,73.046,49.963,70.352,72.759,70.706648,54.13220506,52.32033,69.419,61.15735955,64.59659741,52.728,70.09645891,70.90902439,76.8804878,69.34926829,79.573,67.508,66.722,56.239,67.644,68.9587908,73.268,65.62548573,72.55,46.823,77.73902439,59.101,68.42513784,73.607,61.73,47.826,60.545,70.40487805,45.479,72.11,76.62719351,55.806,71.73902439,47.97,45.923,68.234,77.79439024,78.14268293,60.144,77.33414634,76.2389935,70.726,60.97972772,62.039,74.5,69.834,68.574,58.594,72.64634146,49.99897093,74.66404878,64.772,75.41219512,69.88,65.86788841,76.78258304,71.202,77.052,69.00487805,66.69878049,39.838,61.52176473,71.766,57.374,57.323,76.89756098,66.278,37.496,67.978,48.967,50.01344549,47.884,50.05418046,63.61796837,59.631,67.762,72.70487805,74.70731707,79.19756098,53.595,72.439,47.559,69.32804896,67.89177875,54.001,70.267,59.65,63.084,70.55015239,55.907,68.40566209,69.471,61.52176473,50.05418046,68.85,72.282,68.189,49.503,44.19,67.57634146,69.44951231,74.086,76.42926829,66.626,70.731,71.596,76.00253659,72.399,66.66,66.84464477,67.764,59.415,59.489,43.461,47.661
1998,73.7,54.906,45.763,73.208,67.21809146,73.883,73.213,70.434,73.465,78.63170732,77.67073171,66.207,47.708,77.47317073,55.139,49.914,64.25,71.06097561,74.033,71.786,73.569,68.40731707,68.734,61.204,69.419,76.68,72.265,59.089,51.947,44.857,78.63414634,71.89823768,79.32439024,78.406,75.813,70.737,50.242,50.885,49.233,51.899,72.264,59.294,67.512,77.124,71.21031614,76.23,77.738,74.51463415,77.47560976,56.998,76.13902439,68.925,69.745,69.54577637,63.72612056,70.58485182,67.58616346,72.85703555,72.075,68.051,77.79717888,54.137,78.66585366,69.35853659,50.835,76.51451716,54.10910376,77.09073171,65.36,78.60487805,64.298,59.066,77.1902439,69.654,57.045,51.456,55.133,49.642,52.538,77.83902439,72.226,66.817,74.283,64.705,77.00652981,80.13170732,70.041,51.47749275,72.31707317,56.648,70.55780488,67.52068128,64.98116206,55.37461224,54.95880902,65.244,55.58308379,61.669,76.1804878,69.471,69.06,79.60243902,78.14878049,78.97560976,74.164,71.386,80.50146341,64.56097561,51.448,67.05121951,56.862,62.509,75.00487805,73.004,70.81037421,57.637,73.528,50.657,70.522,72.958,71.03678248,54.56205008,52.68173779,69.845,61.48834993,64.86648067,51.034,70.3925979,71.2195122,77.01707317,69.01219512,79.872,67.86,66.752,57.028,68.501,69.27532617,73.625,65.90197311,72.795,47.103,77.58780488,59.422,68.74578953,73.416,62.063,48.194,60.593,70.60731707,45.285,72.257,76.78286222,54.462,74.37560976,48.627,45.994,68.667,77.88292683,78.32926829,60.884,78.08536585,76.45484356,71.197,60.63377632,62.303,74.694,70.274,68.675,58.828,72.99756098,50.15476409,75.00729268,64.493,75.71219512,70.087,66.07607718,76.99917641,71.58,77.19,69.80731707,67.0297561,43.686,61.96970889,72.06,57.73,57.376,77.3,66.665,37.98,68.284,49.754,50.07798152,48.333,50.11841723,63.34610257,60.159,67.768,72.55121951,74.80731707,79.33902439,51.498,72.664,47.61,69.6105825,68.24320236,53.722,70.348,60.379,63.237,70.88358164,57.011,68.72689955,69.535,61.96970889,50.11841723,69.011,72.608,68.807,49.809,44.685,68.37487805,69.72312098,74.309,76.5804878,66.782,70.738,71.756,76.23697561,72.617,66.899,67.0868315,68.067,59.782,58.315,43.413,46.466
1999,73.738,55.376,46.093,73.587,67.51768895,74.106,73.396,70.944,73.705,78.93170732,77.87560976,66.491,48.339,77.6195122,55.218,50.168,64.881,71.41219512,74.239,71.858,74.05,67.90731707,68.734,61.835,69.769,76.933,72.538,59.974,51.214,44.461,78.88536585,72.18456107,79.5804878,78.742,76.092,71.063,49.891,50.878,49.557,51.925,72.619,59.388,68.041,77.293,71.31027376,76.475,77.875,74.66829268,77.72682927,56.992,76.34146341,69.175,70.183,69.83606723,64.06879181,70.8551712,67.3039984,72.87171695,72.425,68.357,78.02123653,54.707,78.71707317,70.06341463,51.366,76.74858198,54.31203541,77.29121951,65.512,78.75609756,64.413,58.646,77.3902439,69.756,56.972,51.295,55.547,49.999,52.93,77.98780488,72.455,67.351,74.646,64.964,77.16328553,80.38292683,70.378,51.84219224,72.64195122,56.891,70.67707317,67.76972681,65.21782324,55.67920041,55.04928881,65.513,55.99513652,62.093,76.08292683,69.813,69.108,79.35121951,78.65853659,79.42439024,74.152,71.556,80.57073171,65.5195122,51.059,68.65609756,57.604,62.829,75.4097561,73.074,71.14051624,58.225,74.017,51.234,70.684,73.144,71.36265344,55.01043128,53.10126892,70.503,61.79441871,65.10349096,49.328,70.6189869,71.57073171,77.77073171,69.74292683,80.15,68.245,66.852,57.782,69.348,69.58631001,73.988,66.13667863,73.038,47.515,77.5,59.744,69.05320874,73.287,62.446,48.572,60.643,70.96097561,45.136,72.418,76.80913164,53.231,73.87560976,49.279,46.103,69.1,77.83658537,78.28292683,61.6,77.8902439,76.63712388,71.664,60.40056968,62.564,74.881,70.7,68.744,59.049,73.04390244,50.37559945,75.3754878,64.684,75.96341463,70.31,66.33964258,77.11641209,71.946,77.327,70.51219512,65.98219512,46.639,62.40431132,72.327,58.096,57.523,77.55121951,67.057,38.634,68.581,50.392,50.2043465,48.754,50.24477074,63.20299123,60.742,67.781,72.90243902,75.0097561,79.44146341,49.424,72.882,47.657,69.90201575,68.04871438,53.547,70.463,61.161,63.413,71.21287876,58.037,69.03491394,69.601,62.40431132,50.24477074,69.199,72.904,69.417,50.248,45.373,67.98097561,69.92816246,74.523,76.58292683,66.959,70.762,71.93,76.46185366,72.824,67.134,67.29314612,68.399,60.204,57.144,43.594,45.461
